start_index,end_index,video_name,status,baseline_mpjpe_mean_m,baseline_pa_mpjpe_mean_m,baseline_root_l2_mean_m,delta_mpjpe_mean_m,delta_pa_mpjpe_mean_m,delta_root_l2_mean_m,ego_sensor_head_l2_mean_m,mpjpe_mean_m,pa_mpjpe_mean_m,reproj_joint_in_image_mean,reproj_vertex_in_image_mean,root_aligned_mpjpe_mean_m,root_l2_mean_m,root_z_mean_m,metrics_path
0,128,recording_20210907_S04_S03_02_000000_000128_physics_sweep,ok,0.12175260484218597,0.05650709196925163,0.3260364532470703,-0.018568091094493866,3.725290298461914e-09,0.03711402416229248,0.09957432001829147,0.10318451374769211,0.05650709569454193,0.6736111111111112,0.7759420289855073,0.07017675042152405,0.3631504774093628,0.3446778655052185,/public/home/wenxin/egoallo/egoallo_egobody_trajectories/recording_20210907_S04_S03_02/gvhmr_exo/recording_20210907_S04_S03_02_000000_000128_physics_sweep_exo_world_optimized_reprojection_debug/metrics.json
128,256,recording_20210907_S04_S03_02_000128_000256_physics_sweep,ok,0.10379278659820557,0.056472234427928925,0.32951241731643677,-0.013336464762687683,-3.725290298461914e-09,0.023759573698043823,0.09636647999286652,0.09045632183551788,0.056472230702638626,0.7222222222222223,0.8011594202898551,0.07175441831350327,0.3532719910144806,0.3408432900905609,/public/home/wenxin/egoallo/egoallo_egobody_trajectories/recording_20210907_S04_S03_02/gvhmr_exo/recording_20210907_S04_S03_02_000128_000256_physics_sweep_exo_world_optimized_reprojection_debug/metrics.json
256,384,recording_20210907_S04_S03_02_000256_000384_physics_sweep,ok,0.08897245675325394,0.05570608377456665,0.3550170063972473,-0.007698312401771545,-7.450580596923828e-09,-0.01487642526626587,0.09856592863798141,0.08127414435148239,0.05570607632398605,0.736111111111111,0.8310144927536233,0.0744694173336029,0.34014058113098145,0.3341948986053467,/public/home/wenxin/egoallo/egoallo_egobody_trajectories/recording_20210907_S04_S03_02/gvhmr_exo/recording_20210907_S04_S03_02_000256_000384_physics_sweep_exo_world_optimized_reprojection_debug/metrics.json
