start_index,end_index,video_name,status,baseline_mpjpe_mean_m,baseline_pa_mpjpe_mean_m,baseline_root_l2_mean_m,delta_mpjpe_mean_m,delta_pa_mpjpe_mean_m,delta_root_l2_mean_m,ego_sensor_head_l2_mean_m,mpjpe_mean_m,pa_mpjpe_mean_m,reproj_joint_in_image_mean,reproj_vertex_in_image_mean,root_aligned_mpjpe_mean_m,root_l2_mean_m,root_z_mean_m,metrics_path
0,128,recording_20210907_S04_S03_02_000000_000128_together_v2,ok,0.12175260484218597,0.05650709196925163,0.3260364532470703,-0.01864730566740036,3.725290298461914e-09,0.036856114864349365,0.09957432001829147,0.10310529917478561,0.05650709569454193,0.6736111111111112,0.7756521739130435,0.07017750293016434,0.3628925681114197,0.34442299604415894,/public/home/wenxin/egoallo/egoallo_egobody_trajectories/recording_20210907_S04_S03_02/gvhmr_exo/recording_20210907_S04_S03_02_000000_000128_together_v2_exo_world_optimized_reprojection_debug/metrics.json
